Item 1,Item 2,Result,Result Description
Dragon Scale,Power Sphere,Waterfall,Deals small amounts of damage in five bursts to all enemies.
Dragon Scale,Purifying Salt,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Dragon Scale,Remedy,Flash Flood,Deals medium amounts of damage in six bursts to all enemies.
Dragon Scale,Rename Card,Waterfall,Deals small amounts of damage in five bursts to all enemies.
Dragon Scale,Return Sphere,Tidal Wave,Deals large amounts of damage in nine bursts to all enemies.
Dragon Scale,Shadow Gem,Nega Burst,Reduces enemies' HP by three-quarters of their current HP.
Dragon Scale,Shining Gem,Cluster Bomb,Deals large amounts of damage to all enemies.
Dragon Scale,Shining Thorn,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Dragon Scale,Silence Grenade,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Dragon Scale,Silver Hourglass,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Dragon Scale,Skill Sphere,Flash Flood,Deals medium amounts of damage in six bursts to all enemies.
Dragon Scale,Sleeping Powder,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Dragon Scale,Smoke Bomb,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Dragon Scale,Soft,Waterfall,Deals small amounts of damage in five bursts to all enemies.
Dragon Scale,Soul Spring,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Dragon Scale,Special Sphere,Flash Flood,Deals medium amounts of damage in six bursts to all enemies.
Dragon Scale,Speed Sphere,Waterfall,Deals small amounts of damage in five bursts to all enemies.
Dragon Scale,Stamina Spring,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Dragon Scale,Stamina Tablet,Mega Vitality,Doubles max HP of all party members.
Dragon Scale,Stamina Tonic,Hyper Vitality,Doubles max HP and bestows Cheer x5 on all party members.
Dragon Scale,Star Curtain,Super Mighty G,"Bestows Protect, Shell, Haste, and Regen on all party members."
Dragon Scale,Strength Sphere,Tidal Wave,Deals large amounts of damage in nine bursts to all enemies.
Dragon Scale,Supreme Gem,Tallboy,Deals very large amounts of damage to all enemies.
Dragon Scale,Teleport Sphere,Tidal Wave,Deals large amounts of damage in nine bursts to all enemies.
Dragon Scale,Tetra Elemental,Flash Flood,Deals medium amounts of damage in six bursts to all enemies.
Dragon Scale,Three Stars,Flash Flood,Deals medium amounts of damage in six bursts to all enemies.
Dragon Scale,Turbo Ether,Mega Mana,Doubles max MP of all party members.
Dragon Scale,Twin Stars,Freedom X,No MP Cost for all party members.
Dragon Scale,Underdog's Secret,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Dragon Scale,Warp Sphere,Tidal Wave,Deals large amounts of damage in nine bursts to all enemies.
Dragon Scale,Water Gem,Flash Flood,Deals medium amounts of damage in six bursts to all enemies.
Dragon Scale,White Magic Sphere,Flash Flood,Deals medium amounts of damage in six bursts to all enemies.
Dragon Scale,Wings to Discovery,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Dragon Scale,Winning Formula,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Dragon Scale,X-Potion,Mega NulAll,Bestows all four Nul-Spells on all party members.
Dream Powder,Ability Distiller,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Dream Powder,Ability Sphere,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Dream Powder,Accuracy Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Dream Powder,Agility Distiller,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Dream Powder,Agility Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Dream Powder,Al Bhed Potion,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Dream Powder,Amulet,Tallboy,Deals very large amounts of damage to all enemies.
Dream Powder,Antarctic Wind,Black Ice,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Dream Powder,Antidote,Megalixir,Full HP and MP recovery for all party members.
Dream Powder,Arctic Wind,Krysta,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Dream Powder,Attribute Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Dream Powder,Black Magic Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Dream Powder,Blessed Gem,Cluster Bomb,Deals large amounts of damage to all enemies.
Dream Powder,Bomb Core,Abaddon Flame,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Dream Powder,Bomb Fragment,Brimstone,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Dream Powder,Candle of Life,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Dream Powder,Chocobo Feather,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Dream Powder,Chocobo Wing,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Dream Powder,Clear Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Dream Powder,Dark Matter,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Dream Powder,Defense Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Dream Powder,Designer Wallet,Miracle Drink,High critical hit rate for all party members.
Dream Powder,Door to Tomorrow,Tallboy,Deals very large amounts of damage to all enemies.
Dream Powder,Dragon Scale,Dark Rain,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Dream Powder,Dream Powder,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Dream Powder,Echo Screen,Megalixir,Full HP and MP recovery for all party members.
Dream Powder,Electro Marble,Electroshock,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Dream Powder,Elixir,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Dream Powder,Ether,Mega Mana,Doubles max MP of all party members.
Dream Powder,Evasion Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Dream Powder,Eye Drops,Megalixir,Full HP and MP recovery for all party members.
Dream Powder,Farplane Shadow,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Dream Powder,Farplane Wind,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Dream Powder,Fire Gem,Abaddon Flame,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Dream Powder,Fish Scale,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Dream Powder,Fortune Sphere,Hero Drink,High critical hit rate for one party member.
Dream Powder,Frag Grenade,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Dream Powder,Friend Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Dream Powder,Gambler's Spirit,Tallboy,Deals very large amounts of damage to all enemies.
Dream Powder,Gold Hourglass,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Dream Powder,Grenade,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Dream Powder,Healing Spring,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Dream Powder,Healing Water,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Dream Powder,Hi-Potion,Megalixir,Full HP and MP recovery for all party members.
Dream Powder,Holy Water,Megalixir,Full HP and MP recovery for all party members.
Dream Powder,HP Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Dream Powder,Hypello Potion,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Dream Powder,Ice Gem,Krysta,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Dream Powder,Lv. 1 Key Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Dream Powder,Lv. 2 Key Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Dream Powder,Lv. 3 Key Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Dream Powder,Lv. 4 Key Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Dream Powder,Light Curtain,Mega NulAll,Bestows all four Nul-Spells on all party members.
Dream Powder,Lightning Gem,Thunderblast,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Dream Powder,Lightning Marble,Thunderblast,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Dream Powder,Luck Sphere,Miracle Drink,High critical hit rate for all party members.
Dream Powder,Lunar Curtain,Mega NulAll,Bestows all four Nul-Spells on all party members.
Dream Powder,Magic Defense Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Dream Powder,Magic Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Dream Powder,Mana Distiller,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Dream Powder,Mana Sphere,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Dream Powder,Mana Spring,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Dream Powder,Mana Tablet,Hyper Mana,Doubles max MP and casts Focus on all party members.
Dream Powder,Mana Tonic,Hyper Mana,Doubles max MP and casts Focus on all party members.
Dream Powder,Map,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Dream Powder,Master Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Dream Powder,Megalixir,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Dream Powder,Mega Phoenix,Final Phoenix,Restores full HP and revives all KO'd party members with full HP.
Dream Powder,Mega Potion,Megalixir,Full HP and MP recovery for all party members.
